andar;anunciante;anuncio;area;atualizacao;bairro;banheiro;caracteristica;cep;codigo;condominio;data;descricao;endereco;imagem;imagemlista;y;x;municipio;preco;quarto;siteorigem;suite;telefone;tipologia;titulo;uf;url;urlmapa;vaga
;;;;;Capoeiras;;;;2429492374;;05/05/2019; Terreno com um Posto de Combustível, com área total de 1614,48, sendo 51m de frente para a rua Ivo Silveira, próximo ao viaduto e Supermercado Angeloni.  A região da Avenida Governador Ivo Silveira onde o posto de gasolina se localiza é um dos principais acessos à Ilha. Vende 10.000 litros dia.  Todos os alvaras em dia. Nunca teve contaminação. O Terreno possui 1.847.00m² todo murado e ocupado 2001 - da para retificar. Trabalhamos com: apartamentos, casas, sobrados, terrenos, sítios, galpões, lojas, salas, residenciais, comercial, condomínio fechado, e muito mais, nos bairros e cidades como:  Florianópolis, São José, Biguaçu, Palhoça, grande Florianópolis,  Kobrasol, Campinas, Itaguaçu, Coqueiros, Santa Catarina. site: www.visaodeimoveis.com.br tel.: whats ;;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/c7430bc7a0519268318e56678128fb34.jpg;;;;;;;;;;;;;;
;;;526;;Trindade;;;;94630277;;05/05/2019;   Açougue, Banca de revistas, Banco, Casa Lotérica, Cursinho, Escola 1º Grau, Escola 2º Grau, Faculdade, Farmácia, Feiras, Hospital, Igreja Católica, Igreja Evangélica, Lanchonete, Locadora, Lojas, Mercado, Panificadora, Praça/Parque, Ponto de circular, Posto de Gasolina, Pré-escola, Pizzaria, Shopping, Sorveteria, .   Terrenos com 526,66 m2 em Condomínio Fechado na Trindade me Florianopolis.  Um condomínio em meio a natureza, silencioso, com direito a ouvir apenas o canto dos pássaros, vista privilegiada para o mar e área de preservação, seguro, um lugar espetacular para relaxar, na região da UFSC, próximo ao TITRI e de todos os serviços necessários para o seu dia a dia.  Dispõe de extensa área verde de uso comum aos moradores do condomínio - 25.010,30 m . Área total 29.350 m .  Condomínio organizado em seis lotes com áreas variáveis possibilitando o melhor aproveitamento da situação existente, da topografia e de acordo com as normas municipais.  Cada lote dispões de completa infra-estrutura sendo disponibilizado na entrada de cada um deles: água, esgoto pluvial e sanitário, rede elétrica trifásica, entrada subterrânea de tubulação para instalações de comunicação e lógica. Todos os lotes com Escritura Pública, liberado para construir até 2 pavimentos.  Consulte-nos sobre a disponibilidade e as informações do imóvel anunciado. Valores sujeitos a alteração.. ;Rua Luiz Pasteur, 630;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/7b6d21832b9948bceebac31338545381.jpg;;;;;;;;;;;;;;
;;;;;Cachoeira do Bom Jesus;;;;2443039014;;05/05/2019; Terreno de 55,10m² x 18,54m² , cercado, rua calçada, com água encanada, luz, com uma bela vista. ;;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/a1127e87c574697357bd3f5ba2d9407e.jpg;;;;;;;;;;;;;;
;;;832;;Trindade;;;;95070017;;05/05/2019;   Açougue, Banca de revistas, Banco, Casa Lotérica, Cursinho, Escola 1º Grau, Escola 2º Grau, Faculdade, Farmácia, Feiras, Hospital, Igreja Católica, Igreja Evangélica, Lanchonete, Locadora, Lojas, Mercado, Panificadora, Praça/Parque, Ponto de circular, Posto de Gasolina, Pré-escola, Pizzaria, Shopping, Sorveteria, Terminal de Ônibus, Maternidade, Pet Shop, Peixaria, Posto de Saúde, .   Terrenos com 832,28 m2 em Condomínio Fechado na Trindade me Florianópolis.  Um condomínio em meio a natureza, silencioso, com direito a ouvir apenas o canto dos pássaros, vista privilegiada para o mar e área de preservação, seguro, um lugar espetacular para relaxar, na região da UFSC, próximo ao TITRI e de todos os serviços necessários para o seu dia a dia.  Dispõe de extensa área verde de uso comum aos moradores do condomínio - 25.010,30 m . Área total 29.350 m .  Condomínio organizado em seis lotes com áreas variáveis possibilitando o melhor aproveitamento da situação existente, da topografia e de acordo com as normas municipais.  Cada lote dispões de completa infra-estrutura sendo disponibilizado na entrada de cada um deles: água, esgoto pluvial e sanitário, rede elétrica trifásica, entrada subterrânea de tubulação para instalações de comunicação e lógica. Todos os lotes com Escritura Pública, liberado para construir até 2 pavimentos.  Consulte-nos sobre a disponibilidade e as informações do imóvel anunciado. Valores sujeitos a alteração.. ;Rua Luiz Pasteur, 630;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/545398cd3c4983b820e73f9049bf371a.jpg;;;;;;;;;;;;;;
;;;;;Canasvieiras;;;;78861321;;05/05/2019; Ótimo terreno com viabilidade para construção subsolo mais 4 pavimentos, com área total 392m², sendo 14 de frente e fundos e 28 de laterais, bem localizado em Canasvieiras. ;;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/79a45c0784872731e94c686cd3cbc5e5.jpg;-27.432.181;-48.454.231;Florianópolis;700000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-canasvieiras-bairros-florianopolis-392m2-venda-RS700000-id-78861321/;https://www.google.com/maps/search/?api=1&query=-27.432181,-48.454231;
;;;;;Cachoeira do Bom Jesus;;;;90886624;;05/05/2019; Magnifica oferta ,Oliveira Costa empreendimentos imobiliários conta com o maior cadastro de imóveis a venda do norte da ilha . Excelente investimento! Vendo terreno, com escritura pública próximo ao Sapiens Park, no Norte da ilha de Florianópolis.  Condomínio Green Hills, já consolidado, com excelentes residências, monitorado por câmeras de segurança e com área de preservação permanente junto ao condomínio. Terreno medindo 14,00 de frente por 28,00 metros de fundo, totalizando 392,00 m². ;;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/d90de4f246f31acf07355ee1296cfd1b.jpg;-27.434.639;-48.421.655;Florianópolis;175000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-cachoeira-do-bom-jesus-bairros-florianopolis-392m2-venda-RS175000-id-90886624/;https://www.google.com/maps/search/?api=1&query=-27.434639,-48.421655;
;;;36063;;Ingleses do Rio Vermelho;;;;1299875475;;05/05/2019; * * * '''''''''ESTUDAMOS IMÓVEIS COMO PARTE DE PAGAMENTO''''''''''''''''  ''FAÇA A SUA PROPOSTA''  ''TERRENO a 1.200 metros da ''PRAIA DOS INGLESES'' NORTE DA ILHA DE SANTA CATARIANA ''em Florianópolis'' C/ área privativa de 36.000,00 m², toda plana, podendo ser utilizada PARA: - Camping, - Pousadas, - Hotéis, - Parque aquático, - Parque de diversões, - Complexo poli-esportivo,  - Loteamento ''Condomínio Fechado'' - Colégios, - Faculdades, - Condomínio de apartamentos, - Projeto minha casa minha vida. A LOCALIZAÇÃO:  A 1.200 metros do COSTÃO GOLF'', de frente para a Estrada asfaltada  DARIO MANOEL CARDOSO e a 1.200 metros da Praia dos Ingleses, em FLORIANÓPOLIS/SC. CONSIDERAÇÕES: Escritura pública, livre e desembaraçada de quaisquer ônus. 84,50 metros de frente para a rua 426,00 metros de laterais Contatos com o Corretor MARTENDAL  (whatsapp ) creci 2691 ;Estrada Dário Manoel Cardoso, 580;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/e02cf4a1fc06514902f64081e69ab748.jpg;-27.444.523;-48.398.156;Florianópolis;9000000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-ingleses-do-rio-vermelho-bairros-florianopolis-36063m2-venda-RS9000000-id-1299875475/;https://www.google.com/maps/search/?api=1&query=-27.444523,-48.398156;
;;;360;;Carianos;;;;90593031;;05/05/2019; Loteamento Santos Dumont Terreno com 360 metros quadrados. Multifamiliar e comercial. Ótima localização, bem ao lado do Estádio da Ressacada. Posição solar manhã e tarde. Escritura pública. Viabilidade para 2 pavimentos Próximo ao aeroporto Hercílio luz Estuda-se proposta. Agende uma visita! ;Rua Galvão;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/7b3bafee5736b713d0ebade4dc10e4e0.jpg;-27.667.541;-48.530.955;Florianópolis;420000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-carianos-bairros-florianopolis-360m2-venda-RS420000-id-90593031/;https://www.google.com/maps/search/?api=1&query=-27.667541,-48.530955;
;;;864;;Bom Abrigo;;;;2431399796;;05/05/2019; Ótimo terreno de 864 m² com viabilidade comercial e residencial no Bom Abrigo. Localizado na parte continental de Florianópolis, o Bom Abrigo é um dos pontos mais charmosos desta região da cidade. Distante apenas 6 km do Centro, o bairro é dono de uma das mais bonitas vistas panorâmicas da Baía Sul e da orla sul metropolitana. A localidade trará facilidades para o dia-a-dia e rápido deslocamento para bairros do município de São José como Campinas e Kobrasol, onde se encontrará também uma grande variedade de comercio e serviços. * Potencial construtivo de até 3 pavimentos. Gostou? Entre em contato conosco! Carlos Pimenta Negócios Imobiliários  Whatsapp  Whatsapp www.carlospimentaimoveis.com.br - ;Rua João Meirelles, 1;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/e64746f0b5bfa97883649b3bab717b52.jpg;-27.604.083;-48.594.715;Florianópolis;1373000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-bom-abrigo-bairros-florianopolis-864m2-venda-RS1373000-id-2431399796/;https://www.google.com/maps/search/?api=1&query=-27.604083,-48.594715;
;;;;;Ingleses do Rio Vermelho;;;;1897375483;;05/05/2019; Terreno a Venda Rio Vermelho  Terreno localizado entre duas avenidas principais do bairro, próximo de ponto de ônibus e comércios em geral, local de grande valorização.  Rua calçada, vizinhança nivelada  Com 330m² (14,75 m frente X 22,40 fundos)  Aceita permuta por imóvel na região de Ingleses.  Este terreno não pode ser adquirido através de financiamento bancário.  ;Rodovia João Gualberto Soares;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/375a643f0a4530971e561a8152ef3da3.jpg;-274.533;-48.404.545;Florianópolis;160000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-ingleses-do-rio-vermelho-bairros-florianopolis-330m2-venda-RS160000-id-1897375483/;https://www.google.com/maps/search/?api=1&query=-27.4533,-48.404545;
;;;;;Campeche;;;;2434945977;;05/05/2019; Excelente terreno plano com Escritura Pública, 471m² de área total, sendo 17,75m x 26,56m, face leste, localizado em região privilegiada próximo ao comércio local, das lindas praias do Sul da Ilha, além do fácil acesso ao Aeroporto e Centro da cidade. Ideal para quem procura viver dentro de condomínio fechado, com segurança, conforto e tranquilidade, rodeado por natureza! Condomínio já consolidado dispõe de churrasqueira, quadra de esportes, campo de futebol, parquinho, bosque, lago, pomar e energia elétrica. Agende hoje mesmo sua visita! Contato: /  Outras oportunidades acesse: www.hotimobiliaria.com.br ;Travessa da Liberdade;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/8c70ade54972f7d92a71aee0d3dad026.jpg;-27.682.046;-48.494.956;Florianópolis;580000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-campeche-bairros-florianopolis-471m2-venda-RS580000-id-2434945977/;https://www.google.com/maps/search/?api=1&query=-27.682046,-48.494956;
;;;2001;;Tapera;;;;81630335;;05/05/2019; O terreno tem 2.001 m² de área total e sua frente tem 32,84 m. Distante 55 m da esquina da Rodovia Açoriana, próximo ao acesso do novo terminal de passageiros do Aeroporto Internacional Hercílio Luz e futuras instalações do Campus da Universidade Federal de Santa Catarina. Topografia plana, superfície seca, em formato regular e em nível da rua.  Zona de uso: APL-P ;Rua José Olímpio da Silva;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/d535ac68c9dfd617be20165592b758b7.jpg;-27.689.762;-48.548.009;Florianópolis;520000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-tapera-bairros-florianopolis-2001m2-venda-RS520000-id-81630335/;https://www.google.com/maps/search/?api=1&query=-27.689762,-48.548009;
;;;1050;;Saco Grande;;;;1037512304;;05/05/2019; PINHEIRAL VENDE excelente terreno situado a Rodovia Virgilio Varzea, Saco Grande, 1.050,00 m².  R$ 1.100.000,00 - Estuda propostas - REF: 1024 ;Rodovia Virgílio Várzea, 3110;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/794ae5fb825610b668f5b5c51f8a62bf.jpg;-27.537.407;-48.507.931;Florianópolis;1100000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-saco-grande-bairros-florianopolis-1050m2-venda-RS1100000-id-1037512304/;https://www.google.com/maps/search/?api=1&query=-27.537407,-48.507931;
;;;;;Vargem Pequena;;;;2438668811;;05/05/2019; Área a venda, com uma belíssima casa com vista panorâmica para o horizonte. Casa com área construída de 360 m², seis dormitórios, sendo 3 suítes , sala de jantar, sala de TV, sala de estar, cozinha, haal, varanda, garagem , lavanderia . ;;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/8aa5b0e95921842a6ff56ef57746f74d.jpg;;;Florianópolis;5500000;;Viva Real;3;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-vargem-pequena-bairros-florianopolis-56000m2-venda-RS5500000-id-2438668811/;;
;;;832;;Trindade;;;;95070017;;05/05/2019;   Açougue, Banca de revistas, Banco, Casa Lotérica, Cursinho, Escola 1º Grau, Escola 2º Grau, Faculdade, Farmácia, Feiras, Hospital, Igreja Católica, Igreja Evangélica, Lanchonete, Locadora, Lojas, Mercado, Panificadora, Praça/Parque, Ponto de circular, Posto de Gasolina, Pré-escola, Pizzaria, Shopping, Sorveteria, Terminal de Ônibus, Maternidade, Pet Shop, Peixaria, Posto de Saúde, .   Terrenos com 832,28 m2 em Condomínio Fechado na Trindade me Florianópolis.  Um condomínio em meio a natureza, silencioso, com direito a ouvir apenas o canto dos pássaros, vista privilegiada para o mar e área de preservação, seguro, um lugar espetacular para relaxar, na região da UFSC, próximo ao TITRI e de todos os serviços necessários para o seu dia a dia.  Dispõe de extensa área verde de uso comum aos moradores do condomínio - 25.010,30 m . Área total 29.350 m .  Condomínio organizado em seis lotes com áreas variáveis possibilitando o melhor aproveitamento da situação existente, da topografia e de acordo com as normas municipais.  Cada lote dispões de completa infra-estrutura sendo disponibilizado na entrada de cada um deles: água, esgoto pluvial e sanitário, rede elétrica trifásica, entrada subterrânea de tubulação para instalações de comunicação e lógica. Todos os lotes com Escritura Pública, liberado para construir até 2 pavimentos.  Consulte-nos sobre a disponibilidade e as informações do imóvel anunciado. Valores sujeitos a alteração.. ;Rua Luiz Pasteur, 630;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/545398cd3c4983b820e73f9049bf371a.jpg;-27.588.127;-48.529.304;Florianópolis;580000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-trindade-bairros-florianopolis-832m2-venda-RS580000-id-95070017/;https://www.google.com/maps/search/?api=1&query=-27.588127,-48.529304;
;;;653;;Balneário;;;;2437566375;;05/05/2019; Terreno no Balneário do Estreito de frente para o mar, localizado no final da rua lugar em lugar tranquilo e com moradores antigos da região.  Um lugar para você desfrutar tudo que Floripa tem: tranquilidade, perto de tudo, bairro valorizado e próximo ao mar.  Construa a casa dos seus sonhos num lugar que você possa viver bem. ;Rua Santa Tereza;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/6e32d2977cdd194fa52f8692ef97f1fe.jpg;-2.757.829;-4.858.192;Florianópolis;450000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-balneario-bairros-florianopolis-653m2-venda-RS450000-id-2437566375/;https://www.google.com/maps/search/?api=1&query=-27.57829,-48.58192;
;;;5200;;Santo Antônio de Lisboa;;;;2443511920;;05/05/2019; Excelente oportunidade de investimento na SC 401 com condições especiais de pagamento. O terreno possui 5.200m² e tem grande potencial construtivo de 12.700 metros. Localizado as margem da SC 401 com vista para a Baía de Santo Antônio de Lisboa. Próximo a supermercados, shopping, restaurantes e comercio geral. Gostou? Entre em contato conosco! Carlos Pimenta Negócios Imobiliários  Whatsapp  Whatsapp www.carlospimentaimoveis.com.br - ;SC-401, 1;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/b6d1d409da0497021366141512d6bdfc.jpg;-27.552.489;-48.499.745;Florianópolis;5499000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-santo-antonio-de-lisboa-bairros-florianopolis-5200m2-venda-RS5499000-id-2443511920/;https://www.google.com/maps/search/?api=1&query=-27.552489,-48.499745;
;;;400;;Morro da Cruz;;;;2429215186;;05/05/2019; Excelente terreno a venda, localizado no Morro da Cruz. São 400M², medindo 14,60m de testada principal, por 27,0 da frente aos fundos. Com viabilidade de construção de imóvel de 2 pisos (ARE-6) Taxa de ocupação de 50% - unifamiliar. Excelente posição solar, fundos voltados para o norte com vista mar.  Bairro tranquilo e com boa estrutura, próximo ao Centro e Beira Mar. Procure a Smolka Imóveis, fale com um de nossos corretores e consultores imobiliários e visite o imóvel. Nossos corretores estão de plantão 24 horas. Temos diversos imóveis para atender a sua expectativa, encontrando a melhor opção para o seu perfil.  Precisando de maiores informações entre em contato conosco! ;Rua das Embaúbas, 69;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/8a9c5766ae98587a6751c1a0df694823.jpg;-27.585.742;-48.535.703;Florianópolis;400000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-morro-da-cruz-bairros-florianopolis-400m2-venda-RS400000-id-2429215186/;https://www.google.com/maps/search/?api=1&query=-27.585742,-48.535703;
;;;1998;;Campeche;;;;2437146986;;05/05/2019; Excelente terreno todo murado com 1.990m² de área total com Escritura Pública, localizado em região privilegiada próximo ao comércio local, das lindas praias do Sul da Ilha, além do fácil acesso ao Aeroporto e Centro da cidade. Ideal para quem procura investir em região rodeada por natureza a poucos metros da praia do Campeche!   Agende hoje mesmo sua visita! Contato: /  Outras oportunidades acesse: www.hotimobiliaria.com.br ;Travessa Iracema das Chagas Píres, 200;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/8f64f722f5bd296b7ebfdeb158177487.jpg;-27.689.543;-48.485.503;Florianópolis;1900000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-campeche-bairros-florianopolis-1998m2-venda-RS1900000-id-2437146986/;https://www.google.com/maps/search/?api=1&query=-27.689543,-48.485503;
;;;;;Ribeirão da Ilha;;;;2435011418;;05/05/2019; Excelentes lotes no bairro Ribeirão da Ilha de 450 m²-Florianópolis, demarcados em 12 lotes, com escritura de posse em local privilegiado no Ribeirão da Ilha. Distante a 3 km do novo aeroporto de Florianópolis. Com toda infraestrutura e comércio e serviços em franca expansão. Vale conferir. Proximidades à padaria,supermercado,escola, farmácia.  Vale conferir! ;;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/66b599df99351bd2029f2571d93deb3e.jpg;-27.714.584;-48.560.625;Florianópolis;200000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-ribeirao-da-ilha-bairros-florianopolis-450m2-venda-RS200000-id-2435011418/;https://www.google.com/maps/search/?api=1&query=-27.714584,-48.560625;
;;;4300;;Santo Antônio de Lisboa;;;;81107488;;05/05/2019; Terreno em excelente localização no Norte da Ilha, ao lado da SC 401. Com viabilidade para construção comercial e residencial. - ;Estrada Caminho Dos Acores, 370;;;-27.526.983;-48.515.386;Florianópolis;3300000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-santo-antonio-de-lisboa-bairros-florianopolis-4300m2-venda-RS3300000-id-81107488/;https://www.google.com/maps/search/?api=1&query=-27.526983,-48.515386;
;;;;;Santa Mônica;;;;1037187853;;05/05/2019;   Banco, Casa Lotérica, Cursinho, Escola 1º Grau, Escola 2º Grau, Faculdade, Farmácia, Feiras, Hospital, Lojas, Mercado, Panificadora, Praia, Praça/Parque, Ponto de circular, Posto de Gasolina, Pré-escola, Pizzaria, Shopping, Terminal de Ônibus, Posto de Saúde, .   Terreno com escritura pública. Viabilidade residencial e comercial em área nobre do bairro Santa Mônica, Florianópolis. Fundos do terreno faz divisa com linda área verde do Parque Florestal. Dimensões do terreno: Frente e fundos: (largura) 28,50 m e laterais (comprimento): 28,50 m. Área total do terreno: 428,50 metros quadrados. Toda documentação perfeitamente em dia. Pode ser financiado.. ;Rua Professor Marcos Cardoso Filho, 444;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/ad296a5d6c06283eff2a9f5ed40fda2b.jpg;-27.596.396;-48.511.701;Florianópolis;650000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-santa-monica-bairros-florianopolis-427m2-venda-RS650000-id-1037187853/;https://www.google.com/maps/search/?api=1&query=-27.596396,-48.511701;
;;;615;;Trindade;;;;95070013;;05/05/2019;   Açougue, Banca de revistas, Banco, Casa Lotérica, Cursinho, Escola 1º Grau, Escola 2º Grau, Faculdade, Farmácia, Feiras, Hospital, Igreja Católica, Igreja Evangélica, Lanchonete, Locadora, Lojas, Mercado, Panificadora, Praça/Parque, Ponto de circular, Posto de Gasolina, Pré-escola, Pizzaria, Shopping, Sorveteria, .   Terrenos com 615,46 m2 em Condomínio Fechado na Trindade me Florianópolis.  Um condomínio em meio a natureza, silencioso, com direito a ouvir apenas o canto dos pássaros, vista privilegiada para o mar e área de preservação, seguro, um lugar espetacular para relaxar, na região da UFSC, próximo ao TITRI e de todos os serviços necessários para o seu dia a dia.  Dispõe de extensa área verde de uso comum aos moradores do condomínio - 25.010,30 m . Área total 29.350 m .  Condomínio organizado em seis lotes com áreas variáveis possibilitando o melhor aproveitamento da situação existente, da topografia e de acordo com as normas municipais.  Cada lote dispões de completa infra-estrutura sendo disponibilizado na entrada de cada um deles: água, esgoto pluvial e sanitário, rede elétrica trifásica, entrada subterrânea de tubulação para instalações de comunicação e lógica. Todos os lotes com Escritura Pública, liberado para construir até 2 pavimentos.  Consulte-nos sobre a disponibilidade e as informações do imóvel anunciado. Valores sujeitos a alteração.. ;Rua Luiz Pasteur, 630;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/c7b979f4504e7e7729a92f1577b0e288.jpg;-27.588.127;-48.529.304;Florianópolis;470000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-trindade-bairros-florianopolis-615m2-venda-RS470000-id-95070013/;https://www.google.com/maps/search/?api=1&query=-27.588127,-48.529304;
;;;;;Joao Paulo;;;;2427827281;;05/05/2019; Terreno no João Paulo, Florianópolis,com 733,29m² de área. O bairro João Paulo está localizado próximo ao limite entre a região central e o norte da Ilha de Santa Catarina, próximo aos bairros do Itacorubi, do Saco Grande e de Monte Verde. Trata-se de uma área residencial, com prédios e condomínios residenciais de alto padrão. A proximidade do mar e o fato de que o João Paulo é separado da Rodovia SC-401 por um morro, principal acesso à região norte, faz com que ele seja um lugar calmo e muito aprazível. A rodovia que corta o bairro, também chamada de João Paulo, concentra boa parte do comércio local, onde se pode encontrar o básico necessário aos moradores da região, como mercados, padarias, farmácias, lojas de confecções e salões de beleza. A Imobiliária Porto Seguro é uma empresa jovem e dinâmica que atua no mercado imobiliário da grande Florianópolis desde 1992. Nossa estrutura física conta com uma área construída de 390m² e fica localizada no Centro de Florianópolis, na Rua Doutor Armínio Tavares n. 123, a uma quadra da Beira Mar Norte e muito próximo do tradicional Colégio Catarinense. Criada para ocupar uma lacuna deixada no mercado, no que se refere a diferencial no atendimento e comprometimento com os objetivos de clientes e colaboradores, a IMOBILIÁRIA PORTO SEGURO nasceu da filosofia que estampa o nosso slogan: ³TRANSFORMAR CLIENTES EM VERDADEIROS AMIGOS´. ;Rua Otávio Francisco Quintino;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/0cc702acb1742d18ba02f45782567d9e.jpg;-2.755.984;-48.513.271;Florianópolis;450000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-joao-paulo-bairros-florianopolis-733m2-venda-RS450000-id-2427827281/;https://www.google.com/maps/search/?api=1&query=-27.55984,-48.513271;
;;;410;;Pântano do Sul;;;;1042021592;;05/05/2019; Excelente empreendimento com 28 lotes, totalmente regularizado e com escritura pública individualizada dos lotes. Encontra-se apenas 600 metros da praia do Pântano do Sul, próximo às trilhas da praia da Lagoinha do Leste e praia dos Açores.  Condomínio oferece uma bela infraestrutura com guarita, muro frontal, playground, vias internas pavimentadas (calçamento tipo PAVER), estação de tratamento de esgoto própria, rede de abastecimento de água da (CASAN), tubulação subterrânea para TV à Cabo, internet, vigilância eletrônica e telefone, sistema de iluminação com distribuição subterrânea. Agende hoje mesmo sua visita! Contato: /  Outras oportunidades acesse: www.hotimobiliaria.com.br ;Estrada Francisco Thomas dos Santos, 8650;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/7154ba7513fa85fe37d6d65b62ddeac4.jpg;-2.777.045;-48.525.814;Florianópolis;190000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-pantano-do-sul-bairros-florianopolis-410m2-venda-RS190000-id-1042021592/;https://www.google.com/maps/search/?api=1&query=-27.77045,-48.525814;
;;;;;Capoeiras;;;;2431170875;;05/05/2019; Excelente terreno com 600 m², sendo 24 m² frente e fundos e 25,6 m² nas laterais. Em excelente localização em Capoeiras, junto a Av. Santos Saraiva e Ivo Silveira. Fica a cinco minutos do Centro de Florianópolis. Terreno plano e ótimo para verticalização. A Dalton Andrade Imóveis está há 30 anos no mercado imobiliário da Grande Florianópolis, com unidades no Centro, Trindade e Cachoeira do Bom Jesus.  Com ampla experiência em vendas, locação e administração de imóveis, comerciais e residenciais, a Dalton Andrade Imóveis baseia seu trabalho em três pilares: confiança, transparência e credibilidade.  Sempre em constante aperfeiçoamento e atualização, acreditamos que o desenvolvimento de nossos colaboradores é fundamental para melhor atender nossos clientes.  Dalton Andrade Imóveis, a sua garantia imobiliária! ;;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/6f0cc31fa97d69c1e3a1ee15af85ecff.jpg;-27.597.518;-48.586.018;Florianópolis;650000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-capoeiras-bairros-florianopolis-600m2-venda-RS650000-id-2431170875/;https://www.google.com/maps/search/?api=1&query=-27.597518,-48.586018;
;;;939;;Trindade;;;;1040925120;;05/05/2019; Terreno em Condomínio fechado de alto padrão no Bairro Trindade em Florianópolis, amplo 939,33m2 de área de uso exclusivo com 40m de frente e fundos e 23m nas laterais. Ótima localização. Local tranquilo e de fácil acesso a Beira-mar, UFSC, praias, restaurantes e comércios em geral. Aceita permuta em negociação. ;Rua Professor Belarmino Corrêa;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/42f6c81a94a1c4ad40826856fdbcfc17.jpg;-27.587.081;-48.527.121;Florianópolis;800000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-trindade-bairros-florianopolis-939m2-venda-RS800000-id-1040925120/;https://www.google.com/maps/search/?api=1&query=-27.587081,-48.527121;
